 Category,Number, Course Code, Course Title, Course Description, Credit Hours, Department
Law,2043,LAW 3530,Administrative Law,"An introduction to administrative law generally, with concentration on the judicial review of the exercise of statutory authority by administrative entities.",3,Law Department
Law,2044,LAW 3590,Charter Issues in Criminal Law,The rules of Criminal Procedure and principles underlying and unifying such rules with a particular emphasis on the effect of the Charter of Rights and Freedoms on those rules.,3,Law Department
Law,2045,LAW 3600,Environmental Law,The balance between technical development and the life-support capacity of the environment. The acquisition and nature of private rights in natural resources and their control by legislation and common law. Remedies for environmental degradation. Constitutional and international legal issues.,3,Law Department
Law,2046,LAW 3620,Comparative Law,"An introduction to civil law; a brief historical survey, codification, judicial philosophy, detailed study of selected comparative law topics in tort and contract with special reference to the Civil Code of the Province of Quebec. An introduction to Soviet law, detailed study of selected topics in Soviet law.",3,Law Department
Law,2047,LAW 3690,Real Estate Transactions,The law relating to vendors and purchasers of land and to mortgages and other security on land.,3,Law Department
Law,2048,LAW 3740,Public International Law,"Public international law has a complex history, one that lends itself to conflicting interpretations. It has also been the object of a variety of competing theoretical projects, most of which diverge radically on questions of form and substance. This course provides an historically and theoretically reinforced introduction to the basic rules, principles, and institutions of public international law.",3,Law Department
Law,2049,LAW 3770,Labour,"A survey of the development of trade unions; their present status under both federal and provincial legislation regarding the right of association, collective bargaining, and the settlement of disputes.",3,Law Department
Law,2050,LAW 3824,Scholarly Publications,The course will provide students with hands-on experience in working with scholarly writing. Students will develop their evaluation and critical analysis skills through the process of editing for publication all submissions to the Journal. May not be held with the former LAW 3820 or the former LAW 3822. Grading: Pass/Fail.,3,Law Department
Law,2051,LAW 3826,Advanced Scholarly Publications,The course will provide students with hands-on experience in working with scholarly writing. Students will develop their evaluation and critical analysis skills through the process of completing full substantive and copy edits on two or three articles during the course of the year. Working as Senior Editors students will develop their interpersonal skills by communicating with authors and by supervising and managing the work of Junior Editors. May not be held with LAW 3250 when titled “Advanced Scholarly Publications”. Grading: Pass/Fail.,3,Law Department
Law,2052,LAW 3828,Preventing Wrongful Convictions,"This course examines the causes of wrongful convictions, how to avoid them, detection mechanisms and remedies that should be provided under international instruments when a miscarriage of justice has occurred. The course starts by examining the environmental factors that nurture a miscarriage of justice, including the adversarial system of criminal justice. It then examines the role of the various players in the criminal justice system, and how each can inadvertently feed into a wrongful conviction - individually, or in combination with other factors. May not be held with LAW 3980 when titled “Preventing Wrongful Convictions”.",3,Law Department
Law,2053,LAW 3832,Legal Aid Clinic,"Students who are selected to act as student supervisors at the University Law Centre during the summer and who continue to actively serve the University Law Centre during their third year may, by successfully completing a written assignment approved by a faculty supervisor, opt for the Legal Aid Clinic. May not be held with LAW 3830. Grading: Pass/Fail.",3,Law Department
Law,2054,LAW 3852,Private International Law,"It has to do with choosing what place to sue, what law applies when the law of more than one place might apply, and with the enforceability of judgments through foreign courts. May not be held with LAW 3850.",3,Law Department
